caseID,activity_chain,next_activity
1-739349598,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739349598,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739349598,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739349598,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739349598,"['Queued - Awaiting Assignment', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739349598,"['Completed - Resolved', 'Completed - Closed']",end
1-739349711,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - Wait - Implementation
1-739349711,"['Accepted - Wait - Implementation', 'Completed - Resolved', 'Completed - Closed']",end
1-739349863,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739351697,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739353204,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739353204,['Completed - Closed'],end
1-739353641,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739357167,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739357167,['Completed - Closed'],end
1-739357777,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739357777,"['Accepted - In Progress', 'Accepted - Wait - User', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739357777,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739357777,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-739357777,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait
1-739357777,"['Accepted - Wait', 'Accepted - Wait - User', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739357777,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739357777,"['Completed - Resolved', 'Completed - Closed']",end
1-739357804,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739357804,['Completed - Closed'],end
1-739357879,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739357879,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739358911,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739359006,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739359194,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739359194,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-739359194,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-739359194,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Accepted - Wait - User
1-739359194,"['Accepted - Wait - User', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739359194,['Completed - Closed'],end
1-739359233,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739359233,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739359372,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739359372,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739359372,"['Completed - Resolved', 'Completed - Closed']",end
1-739359537,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739359552,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739359673,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739359819,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739360627,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739362171,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-739362171,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-739362171,"['Accepted - Wait - User', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739362171,['Completed - Closed'],end
1-739362198,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-739362198,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Accepted - Wait - User
1-739362198,"['Accepted - Wait - User', 'Accepted - In Progress', 'Completed - In Call']",end
1-739362367,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-739362367,"['Accepted - In Progress', 'Completed - In Call']",end
1-739362461,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739362461,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-739362461,['Completed - Closed'],end
1-739362491,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739362491,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739362491,"['Completed - Resolved', 'Completed - Closed']",end
1-739366616,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-739366616,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739366767,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739366778,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739366778,['Completed - Closed'],end
1-739366781,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Queued - Awaiting Assignment
1-739366781,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739366781,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739366781,['Completed - Closed'],end
1-739366817,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739366817,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait
1-739366817,"['Accepted - Wait', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - Wait - Customer
1-739366817,"['Accepted - Wait - Customer', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-739366817,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739366817,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739366817,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739366817,"['Completed - Resolved', 'Completed - Closed']",end
1-739368043,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739368091,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739368091,['Completed - Closed'],end
1-739368417,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739368865,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739371094,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739371094,['Completed - Closed'],end
1-739371462,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739371530,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739371600,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739377901,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - Vendor']",Accepted - In Progress
1-739377901,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739377921,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739377921,['Completed - Closed'],end
1-739378031,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739378031,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739378031,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Completed - Resolved
1-739378031,"['Completed - Resolved', 'Completed - Closed']",end
1-739378061,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739378061,['Completed - Closed'],end
1-739378081,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-739378081,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-739378081,"['Accepted - Assigned', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739378081,['Completed - Closed'],end
1-739378101,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739378101,['Completed - Closed'],end
1-739383932,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739383932,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739383932,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739383932,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - In Progress']",Accepted - Wait - User
1-739383932,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-739383951,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Accepted - In Progress
1-739383951,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739383977,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739383977,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739383977,"['Completed - Resolved', 'Completed - Closed']",end
1-739384114,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739384148,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - In Progress']",Completed - In Call
1-739384148,['Completed - In Call'],end
1-739384172,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739384172,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739384226,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739384308,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739384308,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739384346,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739384346,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739384346,"['Completed - Resolved', 'Completed - Closed']",end
1-739384871,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739385055,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739385055,['Completed - Closed'],end
1-739385294,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-739385294,"['Completed - Resolved', 'Completed - Closed']",end
1-739385313,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739385313,['Completed - Closed'],end
1-739385334,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - In Progress']",Completed - Resolved
1-739385334,"['Completed - Resolved', 'Completed - Closed']",end
1-739385364,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739385364,['Completed - Closed'],end
1-739385451,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739385451,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-739385451,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-739385682,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739385682,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-739385682,['Completed - Closed'],end
1-739388907,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739388907,['Completed - Closed'],end
1-739389869,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739389869,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739389869,"['Completed - Resolved', 'Completed - Closed']",end
1-739390405,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739390405,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-739390405,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-739390870,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739394269,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739394387,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739394476,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - In Progress']",Accepted - Wait - User
1-739394476,"['Accepted - Wait - User', 'Completed - Resolved']",end
1-739399014,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739399169,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739399331,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739399331,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-739399331,"['Accepted - Assigned', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739399331,['Completed - Closed'],end
1-739399352,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739399352,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739399384,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739399384,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-739399384,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-739399485,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739399662,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739399718,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739399730,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739399730,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait
1-739399730,"['Accepted - Wait', 'Completed - Resolved', 'Completed - Closed']",end
1-739399747,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739399747,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - Customer
1-739399747,"['Accepted - Wait - Customer', 'Completed - Resolved', 'Completed - Closed']",end
1-739399797,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739399832,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739400069,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739400069,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739400227,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739400227,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739400227,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739400227,"['Accepted - In Progress', 'Accepted - Wait', 'Completed - Resolved']",Completed - Closed
1-739400227,['Completed - Closed'],end
1-739400271,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739400271,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Accepted - Wait - User
1-739400271,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-739400329,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739400329,"['Accepted - In Progress', 'Accepted - Wait', 'Completed - Resolved']",Completed - Closed
1-739400329,['Completed - Closed'],end
1-739400347,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739400347,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - Wait - Implementation
1-739400347,"['Accepted - Wait - Implementation', 'Completed - Resolved', 'Completed - Closed']",end
1-739400416,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739400416,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739400416,"['Completed - Resolved', 'Completed - Closed']",end
1-739400627,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739400627,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739400698,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739400698,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739401942,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739401942,['Completed - Closed'],end
1-739402047,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739402047,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Completed - Resolved
1-739402047,"['Completed - Resolved', 'Completed - Closed']",end
1-739402068,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739402068,['Completed - Closed'],end
1-739402118,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739402293,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739402293,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Completed - Resolved
1-739402293,"['Completed - Resolved', 'Completed - Closed']",end
1-739402656,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739402812,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739402880,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739402880,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739402880,"['Completed - Resolved', 'Completed - Closed']",end
1-739402906,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739402947,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739402983,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739403016,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Queued - Awaiting Assignment
1-739403016,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739403016,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739403016,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739403016,"['Completed - Resolved', 'Completed - Closed']",end
1-739403040,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739403040,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739403040,"['Completed - Resolved', 'Completed - Closed']",end
1-739403163,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739403262,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739403381,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739403381,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739403381,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - Implementation']",Queued - Awaiting Assignment
1-739403381,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - Implementation']",Accepted - Wait - Implementation
1-739403381,"['Accepted - Wait - Implementation', 'Accepted - Wait - Implementation', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739403381,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739403422,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739403422,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739403422,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739403422,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739405925,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",Accepted - In Progress
1-739405925,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739405946,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739405946,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - Vendor
1-739405946,"['Accepted - Wait - Vendor', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739405946,['Completed - Closed'],end
1-739406031,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739406031,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait
1-739406031,"['Accepted - Wait', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-739406031,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-739406435,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Queued - Awaiting Assignment
1-739406435,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-739406435,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739406435,"['Completed - Resolved', 'Completed - Closed']",end
1-739406770,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739407437,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739407437,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739407437,"['Completed - Resolved', 'Completed - Closed']",end
1-739407480,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739408907,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739408907,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739408930,"['Queued - Awaiting Assignment', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-739408930,"['Completed - Resolved', 'Completed - Closed']",end
1-739409125,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739409125,['Completed - Closed'],end
1-739409205,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739409205,['Completed - Closed'],end
1-739409252,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739409252,['Completed - Closed'],end
1-739409424,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-739409424,"['Completed - Resolved', 'Completed - Closed']",end
1-739409447,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739409447,['Completed - Closed'],end
1-739409540,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739409540,['Completed - Closed'],end
1-739409551,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739409551,['Completed - Closed'],end
1-739409573,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739409573,['Completed - Closed'],end
1-739409607,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739409607,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Assigned
1-739409607,"['Accepted - Assigned', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739409607,['Completed - Closed'],end
1-739409937,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739410906,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739411011,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739411011,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-739411381,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739411408,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739411408,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-739411408,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-739411408,['Completed - Closed'],end
1-739411411,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - Wait - Implementation
1-739411411,"['Accepted - Wait - Implementation', 'Accepted - Wait - Implementation', 'Completed - Resolved']",end
1-739411723,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739411723,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-739411723,['Completed - Closed'],end
1-739411762,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-739411822,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-739411822,"['Accepted - In Progress', 'Accepted - Wait - Implementation', 'Accepted - In Progress']",Accepted - Assigned
1-739411822,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-739411822,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Completed - Resolved
1-739411822,"['Completed - Resolved', 'Completed - Closed']",end
1-739412416,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
