caseID,activity_chain,next_activity,global_timestamps,local_timestamps
211913,"[3, 3, 3]",3,"[0.012634751362003014, 0.0158224179900313, 0.01669178161585719]","[0.01100656843600213, 0.009586366057163146, 0.002662879460323096]"
211913,"[3, 3, 3]",3,"[0.029848151153355745, 0.11684247131100035, 0.17416251304045438]","[0.040298242499556186, 0.26646547132966447, 0.17557251908396945]"
211913,"[3, 3, 3]",3,"[0.35423669873652486, 0.42720528573084504, 0.43589892198910396]","[0.5515710988815906, 0.2235043493697852, 0.026806319900585834]"
211913,"[3, 3, 3]",3,"[0.4434913643213168, 0.5328619450562189, 0.6668019010084618]","[0.0230782886561335, 0.27392153381856915, 0.41026096218711167]"
211913,"[3, 3]",end,"[0.6735249797148487, 1.0]","[0.0204154091958104, 1.0]"
211916,"[3, 3, 3]",3,"[0.0, 0.009492059082279946, 0.014214937259804602]","[0.0, 0.01814962372731297, 0.009030544488711819]"
211916,"[3, 3, 3]",5,"[0.02194749270732046, 0.06899106357364448, 0.08283557901560402]","[0.014785303231518372, 0.08995130588756087, 0.026471890216910137]"
211916,"[5, 5, 5]",6,"[0.6058248830856138, 0.6058711858128444, 0.8090012501736352]","[1.0, 0.00017706949977866314, 0.38840194776449755]"
211916,"[6, 6]",end,"[0.9589294809464277, 1.0]","[0.2866755201416556, 0.0785303231518371]"
211919,"[1, 1]",end,"[0.0, 1.0]","[0.0, 1.0]"
211925,"[1, 3, 5]",5,"[0.0, 0.0001686397517622854, 0.33512091470201355]","[0.0, 0.000428192172647084, 0.8504752933116383]"
211925,"[5, 5, 5]",5,"[0.3353232824041283, 0.3353232824041283, 0.3353232824041283]","[0.000428192172647084, 0.0, 0.0]"
211925,"[5, 5]",end,"[0.7291982866201221, 1.0]","[1.0, 0.6875909908366875]"
211928,"[3, 3, 5]",5,"[0.0, 0.002866786886761918, 0.5488047348222129]","[0.0, 0.005251122215634793, 1.0]"
211928,[5],end,[1.0],[0.8264588803252308]
211931,"[1, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
211937,"[3, 3, 3]",3,"[0.0, 0.08074534161490683, 0.2586109542631282]","[0.0, 0.10891089108910891, 0.23914699162223915]"
211937,[3],end,[1.0],[1.0]
211940,"[3, 3, 3]",3,"[0.0, 0.0, 0.0003844859902917287]","[0.0, 0.0, 0.0006979584714709475]"
211940,"[3, 3, 5]",5,"[0.0017301869563127793, 0.0023069159417503727, 0.5531792185322247]","[0.0023556098412144478, 0.0010469377072064212, 1.0]"
211940,"[5, 5]",end,"[0.5564954101984909, 1.0]","[0.006019891816436922, 0.805095096841738]"
211946,"[1, 1, 3]",3,"[0.0, 0.00017826900793297085, 0.0008913450396648543]","[0.0, 0.00027266530334015, 0.0010906612133606]"
211946,"[3, 3, 5]",5,"[0.0011587485515643105, 0.08066672608966931, 0.08075586059363579]","[0.00040899795501022495, 0.12160872528970688, 0.000136332651670075]"
211946,"[5, 6, 6]",end,"[0.7346465816917729, 0.8792227471254123, 1.0]","[1.0, 0.2211315610088616, 0.18473074301295161]"
211949,"[3, 3, 5]",end,"[0.0, 0.003965575430307121, 1.0]","[0.0, 0.003981701118264995, 1.0]"
211952,"[3, 5, 6]",6,"[0.0, 0.6386236559139785, 0.7740215053763441]","[0.0, 1.0, 0.21201508620689655]"
211952,"[6, 4, 4]",4,"[0.7764301075268817, 0.7865806451612903, 0.8832688172043011]","[0.003771551724137931, 0.015894396551724137, 0.15140086206896552]"
211952,"[4, 6]",end,"[0.9981075268817204, 1.0]","[0.17995689655172414, 0.002963362068965517]"
211955,"[1, 1, 3]",3,"[0.0, 0.02701648643857472, 0.029214678248537494]","[0.0, 0.06477939301198674, 0.0052707642608178186]"
211955,"[3, 5, 5]",5,"[0.03237014713703244, 0.44942386101755005, 0.6032972877149442]","[0.007566097084077191, 1.0, 0.3689534982572473]"
211955,"[5, 6]",end,"[0.6901258642084737, 1.0]","[0.20819518830230382, 0.7430077361217376]"
211958,[1],end,[0],[0]
211961,"[3, 3, 3]",end,"[0.0, 0.6533333333333333, 1.0]","[0.0, 1.0, 0.5306122448979592]"
211964,"[3, 3, 3]",3,"[0.0, 0.006710490276636538, 0.008171277275632247]","[0.0, 0.011873990306946688, 0.002584814216478191]"
211964,"[3, 3, 5]",5,"[0.02058796676709577, 0.02830274810554186, 0.028348397699260477]","[0.022051696284329562, 0.0135702746365105, 8.077544426494346e-05]"
211964,"[5, 5, 5]",5,"[0.5934903679357254, 0.9868985666027572, 0.9953893910344198]","[1.0, 0.6961227786752827, 0.015024232633279483]"
211964,"[5, 5, 5]",5,"[0.9957089381904501, 0.9960284853464804, 0.9961654341276363]","[0.0005654281098546042, 0.0006462035541195477, 0.00024232633279483036]"
211964,[5],end,[1.0],[0.00678513731825525]
211967,"[3, 3, 3]",3,"[0.0, 0.008800830437333575, 0.02044500609288261]","[0.0, 0.01725969198088157, 0.022835900159320233]"
211967,"[3, 3, 3]",3,"[0.06666064900482917, 0.06697657625129756, 0.07934287132734576]","[0.09063551070986015, 0.0006195786864931846, 0.0242520800141618]"
211967,"[3, 3, 5]",5,"[0.07943313625490815, 0.07952340118247055, 0.07983932842893894]","[0.0001770224818551956, 0.0001770224818551956, 0.0006195786864931846]"
211967,"[5, 5, 5]",end,"[0.5897459042289118, 0.9788328744866183, 1.0]","[1.0, 0.7631439192777483, 0.04151177199504337]"
211970,"[3, 3, 3]",3,"[0.0, 0.008830817751745889, 0.00964181121874296]","[0.0, 0.016812489277749185, 0.001544004117344313]"
211970,"[3, 5, 5]",5,"[0.010182473530074341, 0.5353908537959, 0.728317188555981]","[0.001029336078229542, 1.0, 0.36721564590838907]"
211970,[5],end,[1.0],[0.517327157316864]
211973,"[3, 3, 3]",3,"[0.0, 0.22926829268292684, 0.3853658536585366]","[0.0, 0.7230769230769231, 0.49230769230769234]"
211973,"[3, 3, 3]",3,"[0.5560975609756098, 0.6780487804878049, 0.6829268292682927]","[0.5384615384615384, 0.38461538461538464, 0.0]"
211973,[3],end,[1.0],[1.0]
211979,"[3, 3, 3]",3,"[0.0, 0.018583042973286876, 0.01987353206865402]","[0.0, 0.031929046563192905, 0.0022172949002217295]"
211979,"[3, 3, 3]",3,"[0.02103497225448445, 0.022325461349851593, 0.0689121176926055]","[0.0019955654101995565, 0.0022172949002217295, 0.08004434589800444]"
211979,"[3, 3, 3]",3,"[0.06917021551167893, 0.26248548199767713, 0.3832752613240418]","[0.0004434589800443459, 0.3321507760532151, 0.2075388026607539]"
211979,"[3, 3, 3]",end,"[0.40714930958833395, 0.989159891598916, 1.0]","[0.041019955654102, 1.0, 0.018403547671840353]"
211988,"[3, 3, 3]",3,"[0.0, 0.008648541179979125, 0.021323127392017496]","[0.0, 0.018331226295828066, 0.026864728192161822]"
211988,"[3, 3, 3]",3,"[0.07202147224017098, 0.08837417366668324, 0.09627715095183657]","[0.10745891276864729, 0.03466076696165192, 0.01675094816687737]"
211988,"[3, 3, 3]",3,"[0.16079327998409465, 0.37392514538495947, 0.3841145186142452]","[0.13674673409186683, 0.45164348925410874, 0.021702486304256217]"
211988,"[3, 3, 3]",end,"[0.855907351260003, 0.8853819772354491, 1.0]","[1.0, 0.06247366203118415, 0.2428360724820902]"
211994,"[1, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
211997,"[3, 3, 3]",3,"[0.0, 0.00446977315901218, 0.0248072410325176]","[0.0, 0.004910385465259023, 0.022342253866928553]"
211997,"[3, 3, 3]",3,"[0.03274108838976422, 0.06145938093641748, 0.061906358252318695]","[0.00859317456420329, 0.03154922661428922, 0.0003682789098944267]"
211997,"[3, 3, 5]",5,"[0.06402950050284947, 0.06782880768800983, 0.06794055201698514]","[0.002332433095998036, 0.004296587282101645, 0.00012275963663147557]"
211997,"[5, 6, 6]",end,"[0.9782098558498156, 0.9823443960219019, 1.0]","[1.0, 0.00441934691873312, 0.01939602258777314]"
212003,"[3, 3, 3]",3,"[0.0, 0.003964491941739205, 0.0041368611565974316]","[0.0, 0.006506364922206506, 0.0002828854314002829]"
212003,"[3, 3, 5]",5,"[0.02051193656812893, 0.02611393605102129, 0.026286305265879512]","[0.026732673267326732, 0.009193776520509194, 0.0002828854314002829]"
212003,"[5, 5, 6]",4,"[0.6356976643971387, 0.8678789968111695, 0.9998276307851418]","[1.0, 0.38104667609618104, 0.21654879773691654]"
212003,[4],end,[1.0],[0.0002828854314002829]
212009,"[3, 3, 5]",5,"[0.0, 0.015668671127297366, 0.01609214872533243]","[0.0, 0.018707654970168873, 0.0005056122964910507]"
212009,"[5, 6, 4]",4,"[0.8536461421190819, 0.980604726009994, 0.992970271872618]","[1.0, 0.151582566488017, 0.01476387905753868]"
212009,[4],end,[1.0],[0.00839316412175144]
212012,"[1, 1, 1]",3,"[0.0, 0.01939233513637933, 0.01962251122108413]","[0.0, 0.03006244424620874, 0.0003568242640499554]"
212012,"[3, 3, 5]",5,"[0.01979514328461273, 0.021061111750489123, 0.021233743814017724]","[0.0001784121320249777, 0.0020517395182872433, 0.0001784121320249777]"
212012,"[5, 5, 6]",4,"[0.026009897571642307, 0.6711359189780182, 0.6732650477615376]","[0.007493309545049063, 1.0, 0.0033006244424620876]"
212012,"[4, 4, 4]",6,"[0.6794798020485672, 0.6796524341120957, 0.9143169524686385]","[0.009634255129348795, 0.00026761819803746654, 0.36378233719892955]"
212012,"[6, 6, 6]",6,"[0.9169639774427437, 0.9175394176545058, 0.9175969616756819]","[0.004103479036574487, 0.0008920606601248885, 8.920606601248885e-05]"
212012,"[6, 6, 6]",6,"[0.9176545056968581, 0.9177695937392105, 0.9178846817815629]","[8.920606601248885e-05, 0.0001784121320249777, 0.0001784121320249777]"
212012,"[6, 6, 6]",end,"[0.9204741627344919, 0.9258833007250546, 1.0]","[0.004014272970561998, 0.00847457627118644, 0.11489741302408564]"
212015,"[1, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
212018,"[1, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
212021,"[3, 3, 3]",3,"[0.0, 0.016912958059280774, 0.03989066370547536]","[0.0, 0.01930953774136922, 0.026233664911254145]"
212021,"[3, 3, 3]",end,"[0.1203553429572051, 0.996156145895618, 1.0]","[0.09176906573044666, 1.0, 0.004291008386970939]"
212037,"[3, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
212040,"[3, 3, 3]",3,"[0.0, 0.00017277722105117662, 0.05255883064376793]","[0.0, 0.00037241173841799495, 0.11291523908833606]"
212040,"[3, 3, 3]",3,"[0.06271813124157712, 0.06375479456788417, 0.09951967932547773]","[0.021897810218978103, 0.0023089527781915684, 0.07708922985252495]"
212040,"[3, 3, 5]",5,"[0.09955423476968796, 0.19776080721517675, 0.197795362659387]","[0.0, 0.2116788321167883, 7.448234768359899e-05]"
212040,"[5, 5, 5]",5,"[0.19782991810359724, 0.6617713120702167, 0.6992294135941117]","[0.00014896469536719798, 1.0, 0.08073886488902131]"
212040,[5],end,[1.0],[0.6483688365857292]
212043,"[3, 5, 5]",5,"[0.0, 0.4570896968757268, 0.6257074191797813]","[0.0, 1.0, 0.36889416553595655]"
212043,"[5, 6, 4]",4,"[0.6695480269788355, 0.8298705325994263, 0.8321962942863788]","[0.09591248303934871, 0.35074626865671643, 0.00508819538670285]"
212043,"[4, 4, 6]",6,"[0.8324288704550741, 0.8564617412202497, 0.9974416621443523]","[0.0005088195386702849, 0.052662822252374494, 0.30842944369063774]"
212043,"[6, 6]",end,"[0.9992247461043492, 1.0]","[0.0039009497964721846, 0.0016960651289009499]"
212052,"[3, 5, 6]",4,"[0.0, 0.5816910362364908, 0.9879211697393515]","[0.0, 1.0, 0.6983606557377049]"
212052,"[4, 4, 6]",end,"[0.9914465699589666, 0.9928914061145466, 1.0]","[0.006060606060606061, 0.0024838549428713363, 0.012220566318926976]"
212055,"[3, 3, 3]",5,"[0.0, 0.00635798203178991, 0.011702372725178531]","[0.0, 0.011924306575650221, 0.010109738183703448]"
212055,"[5, 5, 5]",5,"[0.01179451739230592, 0.5449896337249481, 0.6106427090532135]","[0.00017281603732826408, 1.0, 0.12313142659638815]"
212055,[5],end,[1.0],[0.7301477577119156]
212058,"[3, 3, 3]",3,"[0.0, 0.5588235294117647, 0.5882352941176471]","[0.0, 1.0, 0.05263157894736842]"
212058,"[3, 3]",end,"[0.75, 1.0]","[0.2894736842105263, 0.4473684210526316]"
212061,"[3, 3, 3]",3,"[0.0, 0.0019159312587087784, 0.010973060845332094]","[0.0, 0.0032473922456209407, 0.015351308797480812]"
212061,"[3, 3, 3]",5,"[0.03048072457036693, 0.07657919182535997, 0.0786112401300511]","[0.03296595158433379, 0.0782326313717772, 0.0034442038968706947]"
212061,"[5, 5, 6]",6,"[0.07895959126799815, 0.6689503019043196, 0.9354969809568044]","[0.000590434953749262, 1.0, 0.45178114544381026]"
212061,"[6, 6, 6]",6,"[0.9362517417556897, 0.9364259173246633, 0.9932652113330237]","[0.0012792757331234008, 0.000196811651249754, 0.09633930328675458]"
212061,[6],end,[1.0],[0.011513481598110609]
212064,"[1, 1]",end,"[0.0, 1.0]","[0.0, 1.0]"
212067,"[1, 1]",end,"[0.0, 1.0]","[0.0, 1.0]"
212070,"[3, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
212073,"[3, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
212079,"[3, 3, 5]",6,"[0.0, 0.4, 0.45]","[0.0, 0.7272727272727273, 0.09090909090909091]"
212079,[6],end,[1.0],[1.0]
212082,"[3, 3, 3]",5,"[0.0, 0.007021412406429525, 0.014216909417977137]","[0.0, 0.012281770198944377, 0.012586276898091758]"
212082,"[5, 5, 5]",5,"[0.014274937619683166, 0.014332965821389196, 0.014390994023095224]","[0.00010150223304912708, 0.00010150223304912708, 0.00010150223304912708]"
212082,"[5, 5, 5]",5,"[0.014565078628213312, 0.34155399524168745, 0.42813207218708293]","[0.0003045066991473812, 0.5719650832318312, 0.1514413317092976]"
212082,"[5, 5, 5]",end,"[0.42819010038878896, 0.428306156792201, 1.0]","[0.00010150223304912708, 0.00020300446609825416, 1.0]"
212085,"[3, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
212088,[1],end,[0],[0]
212091,"[3, 5, 6]",6,"[0.0, 0.7104009527590314, 0.9789599047240969]","[0.0, 1.0, 0.37803855825649624]"
212091,[6],end,[1.0],[0.029617211511595416]
212100,"[1, 1]",end,"[0.0, 1.0]","[0.0, 1.0]"
212103,"[1, 1, 3]",3,"[0.0, 0.00029424746211563924, 0.0010789073610906774]","[0.0, 0.0004749089757796422, 0.0012664239354123793]"
212103,"[3, 3, 3]",3,"[0.0018635672600657153, 0.0029424746211563924, 0.006767691628659703]","[0.0012664239354123793, 0.0017413329111920215, 0.006173816685135349]"
212103,"[3, 5, 5]",6,"[0.01142660977882399, 0.6310136825069884, 0.775734392624197]","[0.007519392116511002, 1.0, 0.23365521608358397]"
212103,[6],end,[1.0],[0.36195979104005066]
212106,[1],end,[0],[0]
212109,"[3, 3, 3]",5,"[0.0, 0.0005963029218843172, 0.18793480421387398]","[0.0, 0.0011305822498586771, 0.3551912568306011]"
212109,"[5, 5, 6]",6,"[0.7153647386205526, 0.9885708606638839, 0.9984098588749751]","[1.0, 0.5179951008102506, 0.018654607122668174]"
212109,[6],end,[1.0],[0.003014885999623139]
212115,"[3, 3, 3]",3,"[0.0, 0.001670904467853251, 0.0031965128950236107]","[0.0, 0.0026696071034762927, 0.0024374673553479195]"
212115,"[3, 3, 3]",3,"[0.0037413730475844534, 0.012350163458045769, 0.012350163458045769]","[0.0009285589925134932, 0.013754280076606116, 0.0]"
212115,"[3, 3, 3]",3,"[0.06669088267344715, 0.10395931710860878, 0.25495822738830365]","[0.08676223086297952, 0.05954384539492775, 0.24125123324241193]"
212115,"[3, 3, 3]",end,"[0.2794042862332001, 0.37410098074827464, 1.0]","[0.0391155475596309, 0.1512970808426673, 1.0]"
212118,"[1, 3, 3]",3,"[0.0, 0.00025599765944997075, 0.0003291398478642481]","[0.0, 0.0006009615384615385, 0.00025755494505494506]"
212118,"[3, 3, 5]",5,"[0.0013897015798712698, 0.0017919836161497953, 0.0019016968987712111]","[0.002489697802197802, 0.0009443681318681319, 0.00017170329670329672]"
212118,"[5, 5, 5]",5,"[0.4278818022235225, 0.5874049151550614, 0.6292422469280281]","[1.0, 0.37457074175824173, 0.09812843406593406]"
212118,"[5, 5, 5]",end,"[0.631838794616735, 0.9998537156231715, 1.0]","[0.006181318681318681, 0.8639251373626373, 0.00025755494505494506]"
212121,"[3, 3, 3]",3,"[0.0, 0.02052117263843648, 0.04104234527687296]","[0.0, 0.06206896551724138, 0.06206896551724138]"
212121,"[3, 3, 3]",3,"[0.10097719869706841, 0.39120521172638434, 0.4726384364820847]","[0.18029556650246306, 0.8778325123152709, 0.24630541871921183]"
212121,"[3, 3, 3]",3,"[0.5925081433224756, 0.5960912052117264, 0.9267100977198697]","[0.3625615763546798, 0.01083743842364532, 1.0]"
212121,[3],end,[1.0],[0.22167487684729065]
212124,"[1, 1, 1]",1,"[0.0, 0.42857142857142855, 0.5714285714285714]","[0.0, 0.75, 0.0]"
212124,[1],end,[1.0],[1.0]
212127,[1],end,[0],[0]
212130,"[3, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
212136,"[3, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
212139,"[1, 3, 5]",5,"[0.0, 0.00013918853086505672, 0.0001739856635813209]","[0.0, 0.00034317089910775565, 8.579272477693891e-05]"
212139,"[5, 5, 5]",end,"[0.4057693646043566, 0.6651819890041061, 1.0]","[1.0, 0.6395847632120796, 0.8254975978037062]"
212145,"[1, 1, 3]",3,"[0.0, 0.001552259399793032, 0.008106243532252502]","[0.0, 0.0029644268774703555, 0.012516469038208168]"
212145,"[3, 3, 3]",3,"[0.008106243532252502, 0.18523628837530182, 0.242152466367713]","[0.0, 0.33827404479578393, 0.10836627140974966]"
212145,"[3, 3, 3]",3,"[0.24249741290100035, 0.27009313556398756, 0.4422214556743705]","[0.0006587615283267457, 0.052700922266139656, 0.32872200263504614]"
212145,"[3, 3]",end,"[0.4763711624698172, 1.0]","[0.06521739130434782, 1.0]"
212154,"[1, 3, 5]",5,"[0.0, 0.0014248261712071126, 0.7235267297389718]","[0.0, 0.001973164956590371, 1.0]"
212154,"[5, 5]",end,"[0.742391428245754, 1.0]","[0.026045777426992895, 0.3568271507498027]"
212157,"[1, 3, 3]",3,"[0.0, 0.00014470732942623544, 0.001519426958975472]","[0.0, 0.00027818346199318453, 0.0026427428889352527]"
212157,"[3, 3, 3]",3,"[0.009405976412705304, 0.04008393025106722, 0.04012010708342378]","[0.015160998678628556, 0.05897489394255512, 6.954586549829613e-05]"
212157,"[3, 3, 3]",3,"[0.040518052239345924, 0.04069893640112872, 0.06088560885608856]","[0.0008345503859795535, 0.0003477293274914806, 0.03873704708255094]"
212157,"[3, 3, 3]",3,"[0.09811156935098762, 0.10520222849287317, 0.10556399681643876]","[0.07156269559774671, 0.013630989637666041, 0.0006954586549829612]"
212157,"[3, 5, 5]",5,"[0.10711960060777079, 0.10715577744012734, 0.10733666160191013]","[0.0030600180819250295, 0.0, 0.0003477293274914806]"
212157,"[5, 5, 5]",5,"[0.47051588162940455, 0.47073294262354387, 0.9909196150785037]","[0.6981709437373949, 0.00041727519298977677, 1.0]"
212157,[5],end,[1.0],[0.017456012240072327]
212160,[1],end,[0],[0]
212163,"[3, 3, 3]",3,"[0.0, 0.0015973281057140782, 0.0023959921585711176]","[0.0, 0.0029671589453098657, 0.0014835794726549328]"
212163,"[3, 3, 3]",3,"[0.004392652290713716, 0.0056632541929862775, 0.006098889130908299]","[0.003708948681637332, 0.002360240070132848, 0.0008092251669026907]"
212163,"[3, 5, 5]",5,"[0.00653452406883032, 0.006679735714804328, 0.4616641254628621]","[0.0008092251669026907, 0.0002697417223008969, 0.8451682513992852]"
212163,[5],end,[1.0],[1.0]
212166,"[1, 1, 1]",3,"[0.0, 0.00010889687465969727, 0.0001633453119895459]","[0.0, 0.00021134946634259749, 0.0]"
212166,"[3, 3, 3]",3,"[0.0003811390613089404, 0.0009800718719372753, 0.008602853098116084]","[0.00042269893268519497, 0.001268096798055585, 0.014794462643981824]"
212166,"[3, 3, 3]",3,"[0.06386801698791245, 0.0815093106827834, 0.09114668409016662]","[0.10725985416886823, 0.034238613547500796, 0.01870442777131988]"
212166,"[3, 3, 3]",3,"[0.14673853860394206, 0.3735162800827616, 0.4612871610584776]","[0.10789390256789602, 0.4401352636584593, 0.17045334460530487]"
212166,"[3, 3]",end,"[0.48475443754764236, 1.0]","[0.04554580999682976, 1.0]"
212172,"[3, 3, 5]",end,"[0.0, 0.0026858361639939964, 1.0]","[0.0, 0.002693069306930693, 1.0]"
212175,"[3, 5]",end,"[0.0, 1.0]","[0.0, 1.0]"
212181,[3],end,[0],[0]
212184,"[1, 1, 3]",3,"[0.0, 0.0061909416748126425, 0.010318236124687737]","[0.0, 0.014873445246586067, 0.01000260937635905]"
212184,"[3, 5, 5]",6,"[0.010390644799246949, 0.42663191050287824, 0.6869048912059664]","[0.00017395842393667913, 1.0, 0.6252935548403932]"
212184,"[6, 6]",end,"[0.9068824445168531, 1.0]","[0.5284856919196312, 0.22371053318256937]"
212187,"[3, 5]",end,"[0.0, 1.0]","[0.0, 1.0]"
212190,[1],end,[0],[0]
212196,"[3, 3, 3]",5,"[0.0, 0.00100371966700124, 0.011985593670661864]","[0.0, 0.0020938539228969083, 0.023032393151865994]"
212196,"[5, 5, 5]",5,"[0.012103678337367892, 0.012103678337367892, 0.01233984767077995]","[0.0002463357556349304, 0.0, 0.0004926715112698608]"
212196,"[5, 6, 4]",4,"[0.49176359449725454, 0.6564326622188109, 0.656964043218988]","[1.0, 0.3436383791107279, 0.0011085109003571869]"
212196,"[4, 4, 6]",6,"[0.6573182972191061, 0.6703076105567692, 0.6782783255594261]","[0.000615839389087326, 0.027096933119842345, 0.0166276635053578]"
212196,"[6, 6, 6]",6,"[0.6783373678927791, 0.9134439393044813, 0.9151561669717188]","[0.0001231678778174652, 0.490331321591329, 0.0036950363345239563]"
212196,[6],end,[1.0],[0.1769922404236975]
212205,[1],end,[0],[0]
212214,"[1, 1, 1]",3,"[0.0, 0.4070631970260223, 0.41821561338289964]","[0.0, 1.0, 0.0273972602739726]"
212214,"[3, 3, 3]",3,"[0.4368029739776952, 0.4739776951672863, 0.5613382899628253]","[0.045662100456621, 0.091324200913242, 0.2146118721461187]"
212214,"[3, 3, 3]",3,"[0.6022304832713755, 0.7602230483271375, 0.7973977695167286]","[0.1004566210045662, 0.3835616438356164, 0.0958904109589041]"
212214,[3],end,[1.0],[0.4977168949771689]
212223,"[3, 3, 5]",5,"[0.0, 7.26427429899753e-05, 0.005520848467238123]","[0.0, 9.75609756097561e-05, 0.007317073170731708]"
212223,"[5, 5, 5]",5,"[0.25370477989248874, 0.25530292023826817, 0.25541188435275314]","[0.3333170731707317, 0.0021463414634146343, 0.0001951219512195122]"
212223,[5],end,[1.0],[1.0]
212226,"[3, 3, 5]",5,"[0.0, 0.00015463718251053466, 0.000231955773765802]","[0.0, 0.0004544938075218725, 0.00022724690376093625]"
212226,"[5, 6, 6]",6,"[0.32210925116944367, 0.4383190938261105, 0.44032937719874743]","[0.9460288603567777, 0.3415520963526872, 0.005908419497784343]"
212226,"[6, 6, 6]",4,"[0.44353809873584105, 0.5949665597092821, 0.6020798701047667]","[0.009430746506078854, 0.4450630610157937, 0.020906715146006137]"
212226,"[4, 4, 4]",4,"[0.6022731665829049, 0.6045540650249352, 0.6049019986855839]","[0.0005681172594023407, 0.006703783660947619, 0.0010226110669242132]"
212226,"[4, 4, 4]",4,"[0.611126145281633, 0.6500947152742877, 0.6503266710480535]","[0.018179752300874902, 0.11453243949551187, 0.0006817407112828088]"
212226,"[4, 4, 4]",6,"[0.6530714810376155, 0.6538446669501682, 0.9940851277689721]","[0.00795364163163277, 0.002386092489489831, 1.0]"
212226,[6],end,[1.0],[0.017270764685831157]
212232,"[3, 3, 3]",5,"[0.0, 0.002505081060641868, 0.0028832065037576217]","[0.0, 0.004252928903867758, 0.0006419515326592842]"
212232,"[5, 5]",end,"[0.5919081155173229, 1.0]","[1.0, 0.6928261916225325]"
212235,"[3, 3, 3]",5,"[0.0, 0.0002397315007191945, 0.0007191945021575835]","[0.0, 0.00024, 0.00048]"
212235,"[5, 5]",end,"[0.001118747003356241, 1.0]","[0.0004, 1.0]"
212238,"[3, 5, 5]",5,"[0.0, 0.005300784655623366, 0.4363731473408893]","[0.0, 0.012296739745975244, 1.0]"
212238,"[5, 6, 6]",4,"[0.5381342632955536, 0.6915780296425458, 0.6924498692240628]","[0.235984143677696, 0.3560391554081385, 0.0019415904862066175]"
212238,"[4, 4, 4]",4,"[0.6925893635571055, 0.6931124673060157, 0.6950653879686137]","[0.0003235984143677696, 0.0012943936574710785, 0.004449478197556832]"
212238,"[4, 4, 4]",4,"[0.6953095030514386, 0.6967044463818657, 0.8907410636442894]","[0.0006471968287355392, 0.003235984143677696, 0.45012539438556753]"
212238,"[4, 4, 6]",end,"[0.9470619006102877, 0.9882476024411508, 1.0]","[0.13073375940457893, 0.09546153223849203, 0.02726316641048459]"
212244,"[1, 3, 3]",3,"[0.0, 0.019010883041741287, 0.12301969968315195]","[0.0, 0.03086557817043167, 0.16886602549765153]"
212244,"[3, 3, 3]",3,"[0.1254993800799008, 0.16710290673646508, 0.20181843229094917]","[0.004025944978751957, 0.06754641019906062, 0.056586893312458066]"
212244,"[3, 3, 3]",3,"[0.20416035266565644, 0.20801763328282133, 0.20884419341507093]","[0.0035786177588906284, 0.0062625810780586, 0.0013419816595839856]"
212244,"[3, 3, 3]",end,"[0.34591541534646647, 0.9618404738944758, 1.0]","[0.22254529188101096, 1.0, 0.06195481995079401]"
212247,"[1, 3, 3]",5,"[0.0, 0.0006039863096436481, 0.0006543185021139521]","[0.0, 0.002214022140221402, 0.00018450184501845018]"
212247,"[5, 5, 5]",5,"[0.006996174753372257, 0.06130461042883028, 0.06140527481377089]","[0.023247232472324724, 0.19907749077490774, 0.00036900369003690036]"
212247,"[5, 5, 5]",5,"[0.06180793235353332, 0.06200926112341454, 0.33486007650493255]","[0.0014760147601476014, 0.0009225092250922509, 1.0]"
212247,"[5, 6, 6]",6,"[0.3491040869740286, 0.49914435272800484, 0.5003019931548218]","[0.0522140221402214, 0.55, 0.004428044280442804]"
212247,"[6, 6, 6]",4,"[0.5059391987114958, 0.5538554459432253, 0.5545600966378096]","[0.02047970479704797, 0.17564575645756458, 0.0025830258302583027]"
212247,"[4, 4, 4]",4,"[0.5549124219851017, 0.5618582645460036, 0.571371048922891]","[0.0012915129151291514, 0.025461254612546124, 0.03468634686346864]"
212247,"[4, 6, 4]",4,"[0.5753472921280451, 0.7715925105697604, 0.7891584457418965]","[0.014575645756457565, 0.7193726937269372, 0.06457564575645756]"
212247,"[4, 4, 4]",4,"[0.8482484397020335, 0.8709985906986109, 0.8715522448157842]","[0.21660516605166052, 0.08339483394833948, 0.002214022140221402]"
212247,"[4, 4, 4]",4,"[0.9155929132273002, 0.9972317294141333, 0.9990436883430642]","[0.16143911439114392, 0.29907749077490775, 0.006642066420664207]"
212247,[4],end,[1.0],[0.0033210332103321034]
212250,"[3, 3, 3]",3,"[0.0, 0.002178649237472767, 0.05647729177140942]","[0.0, 0.0030952380952380953, 0.07714285714285714]"
212250,"[3, 3, 3]",3,"[0.09803921568627451, 0.2634489693313223, 0.2962962962962963]","[0.05904761904761905, 0.235, 0.04666666666666667]"
212250,[3],end,[1.0],[1.0]
212262,"[1, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
